ボス菌;これがお前の答えか...;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;New_Place_of_Work;;
ボス菌;完敗だ...;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
ボス菌;彼からは手を引くことにしよう;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;はあはあ...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
千遥;やったね！雪乃ちゃん！;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
シプセス;お疲れ様なのです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;これで彩さんは徐々に回復していくでしょう;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;よかったあ...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;さあ、早く彼の元へ行ってあげてください。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;後は私にお任せください;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
楓;ありがとう。お願いするね;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
弥生;結局、あんたは何者だったのよ。;yayoi;kaede_off;nasi;yukino_off;tiharu_off;siro_2;;;
シプセス;何者でもありませんよ。ただあなたたちの味方です;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
弥生;そう。;yayoi;kaede_off;nasi;yukino_off;tiharu_off;siro_2;;;
シプセス;このままこの道を真っすぐ進んでください。<br>そうすれば元の世界に戻れるはずです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;分かった。ありがとうね;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;道の途中で細菌が少し残っているかもしれません。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;ですが、今のあなたたちなら大丈夫ですよ。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
千遥;ありがとう、またね;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
シプセス;さあ、急いでください;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;うん！またね！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;はい。またどこかで;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;さあ、皆！ラストスパートだよ！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
