弥生;これで...大丈夫かな;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;はい。お疲れ様なのです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;次っ！急がなきゃ！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;荊の庭;;
シプセス;雪乃、焦りすぎなのですよ。<br>落ち着いてください。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;今、こうしてる間にも彩の命は削られてるんだよ！？<br>落ち着いてなんかいられないよ！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;雪乃さん<br>あなたは今、彩さんの生み出した世界、<br>病原菌が絶え間なく存在する世界にいます。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;そんな事分かってる。<br>それがどうしたっていうの！？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;まだ分からないのですか？;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;あなただって感染する恐れはあるんです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;それに慣れないこの環境。<br>ストレスも合わさって皆さんの免疫力は著しく低下しています。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;免疫力が...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;あなたまで感染してしまっては本末転倒です。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;それに...あなたは一人ではないはずです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;Morning;;
千遥;そうだよ！;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
楓;私たちもいるからね;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
弥生;一人でやろうとするところ<br>雪乃の悪い癖だよ;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;みんな..ありがとう...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
;side 彩;nasi;nasi;nasi;nasi;nasi;;;;
;何回目だろう;nasi;nasi;nasi;nasi;nasi;black;星の破線;;
;意識を失って、激痛で目を覚ます;nasi;nasi;nasi;nasi;nasi;black;;;
;もうこんなのはこりごりだ;nasi;nasi;nasi;nasi;nasi;black;;;
;死ぬことができればどれだけ楽なんだろう;nasi;nasi;nasi;nasi;nasi;black;;;
;次に意識を失ったらもう目覚めないかもしれない;nasi;nasi;nasi;nasi;nasi;black;;;
;でも、今の自分には何もできないから;nasi;nasi;nasi;nasi;nasi;black;;;
;恐怖に襲われながら;nasi;nasi;nasi;nasi;nasi;black;;;
;また意識を失った;nasi;nasi;nasi;nasi;nasi;black;;;
;side 雪乃;nasi;nasi;nasi;nasi;nasi;;;;
弥生;みんなっ！後ろ！;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;massive_damage;;
菌;ここで雑談とは...そんな時間あるんですか？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
