雪乃;ついに退院だね;nasi;nasi;yukino;nasi;nasi;hospital_out01_day;Stream;;
彩;やっとだな。<br>なあ、今週の日曜日空いてるか？;nasi;nasi;yukino_off;nasi;nasi;hospital_out01_day;;;
雪乃;うん、大丈夫だけど…まさかデートのお誘い？;nasi;nasi;yukino;nasi;nasi;hospital_out01_day;;;
彩;ああ。退院して最初の休日だしな。二人で出かけないか？;nasi;nasi;yukino_off;nasi;nasi;hospital_out01_day;;;
雪乃;え？えええええええええええええええ！？;nasi;nasi;yukino;nasi;nasi;hospital_out01_day;;;
彩;嫌か？;nasi;nasi;yukino_off;nasi;nasi;hospital_out01_day;;;
雪乃;行く！絶対行く！;nasi;nasi;yukino;nasi;nasi;hospital_out01_day;;;
;病院には、彩が助かったことは奇跡だと言われている。;nasi;nasi;nasi;nasi;nasi;hospital_out01_day;;;
;あの世界での出来事は彩には内緒にしようと思ってる;nasi;nasi;nasi;nasi;nasi;hospital_out01_day;;;
;今は目の前の幸せを逃さないようにしよう;nasi;nasi;nasi;nasi;nasi;hospital_out01_day;;;
雪乃;さあ、今日も一日頑張ろうっ！;nasi;nasi;yukino;nasi;nasi;hospital_out01_day;;;
;Fin;nasi;nasi;nasi;nasi;nasi;hospital_out01_day;;;
