シプセス;お疲れ様なのです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;New_Place_of_Work;;
千遥;なんとかなったね...;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
雪乃;ねえシプセスちゃん...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;はい。どうかしましたか？;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;さっき言ってた急ぎましょうって...<br>彩は今、どんな状態なの？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;まずは...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;血流内で細菌が増殖する。<br>敗血症の原因の一つです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
千遥;そうなるとどうなるの？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
シプセス;細菌の毒素で中毒状態に陥り<br>炎症を起こすと、高熱や寒気、痛みなどが現れます。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
弥生;風邪の症状に似てるわね。;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
楓;でも、私たちの見た彩くんはもっと...;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;あくまでもこれは一般的な症状なのです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;細菌によって血液の中に血の塊が出来てしまうと血管に詰まってしまうことがあります。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;これが今の彩さんの状態です。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;敗血症に投与できる薬ってないの？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;原因の細菌に効果のある薬を投与すればいいのであることはあるのですが...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;...??;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;血管が詰まっているので、今の彩さんには薬を投与しても届かないのです...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;そんな…;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;薬が届かないということは、もちろん栄養も酸素も届きません。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;このままだと、臓器が壊死したり機能しなくなる可能性があります。<br>先ほど言った急ぎましょうという言葉はこういうことなのです。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
千遥;彩くん...;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
雪乃;急がなきゃだね...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;ですが、油断は禁物です。<br>焦らずに落ち着いていきましょう。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
弥生;次っ！来たよ！;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
