;ぐあー;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;なんでお前が....;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;まあ、お前でもあいつを止めることは不可能だ...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
弥生;...?;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
シプセス;どうやら彩さんはこの先のようですね。<br>急ぎましょう。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
楓;...うん。;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
;どれくらい歩いただろうか。<br>ずっと探していた彼の姿がそこにはあった。;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;だがそれは私たちの知る姿では無く....<br>たくさんの細菌に包まれて酷い姿になっていた;nasi;nasi;nasi;nasi;nasi;siro_2;;;
楓;なにこれ...;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;ここまで細菌の浸食が進んでいるとは...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;どうしよう...どうしたらいいの！？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;これは..;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
;こんな彼の姿見ていられなくて<br>シプセスの言葉を聞かず私の身体は動き出していた;nasi;nasi;nasi;nasi;nasi;kaede_4;;;
;待ってて！今助けるから！;nasi;nasi;nasi;nasi;nasi;kaede_4;;;
シプセス;待って！！;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
