楓;なんなのこれ...;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
;いままでの細菌とはレベルが違う;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;勝てる気がしない;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;どうしたら...どうしたらいいのだろう;nasi;nasi;nasi;nasi;nasi;siro_2;;;
弥生;...?;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
シプセス;無茶しないでください。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;まさかここまで歯がたたないなんて..<br>どういうことなの..!?;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;おそらく新種の細菌だと思います...<br>敗血症は症状が出ても<br>原因菌が特定できない場合もあるんです。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;こういうことだったのですね....;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
楓;何か..何か対策はないんっ！？<br>このままじゃ...このままじゃ彩くんが...！;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;落ち着いてください。<br>本来なら、いくつかの抗生物質を組み合わせて<br>投与して様子を見たりするんです。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;しかしそんな時間は今はありません。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
楓;どうすればいいのっ！？<br>うちに何かできることはないん！？;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;一つ考えがあります。<br>ですが、まずは落ち着いてください。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;焦る気持ちは分かりますが、冷静にならなければ<br>出来ることもできませんよ。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;そうだよ。私たちもいるんだから。;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
弥生;一人で抱えこもうとしないこと。<br>楓の悪い癖;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
楓;みんな...;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
;気持ちばかりが先行していて冷静さを失っていた;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;私は一人じゃない<br>手遅れになる前にもう一度挑戦しよう<br>今度は皆で...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
弥生;とりあえず、皆さんはできるだけ敵を消耗させてください。<br>そうすれば後は私がなんとかします。;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
楓;シプセスちゃん大丈夫なん？;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;大丈夫ですよ。<br>毒を以て毒を制す--ですよ。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
;????;yukino;kaede;yayoi;tiharu;nasi;siro_2;;;
楓;とにかく、うちたちはできる限り頑張るから後はお願いね！;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;任せてください。<br>では行きましょうか。<br>最後の戦いに向けて...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
