シプセス;大丈夫でしたか？;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
楓;みんな怪我してへん？大丈夫？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
千遥;うん、なんとか大丈夫だったみたい;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
雪乃;怖かったねーあたし遠目から見てただけだったよー;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
弥生;意外と大丈夫だったね;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
シプセス;これならこの後も大丈夫そうですね<br>先へ進むのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
;色の世界を歩いて行くのは不思議な気分だった;nasi;nasi;nasi;nasi;nasi;kaidou;;;
雪乃;ねーーこれどこまで歩くのー！？;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;kaidou;;;
弥生;ちょっとは緊張感とかないの？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;kaidou;;;
千遥;たしかにちょっと疲れたかもね;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;kaidou;;;
楓;シプセスちゃん休憩してもええ？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;kaidou;;;
シプセス;はい、大丈夫なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
;5人は道の端で座り込んだ;nasi;nasi;nasi;nasi;nasi;kaidou;;;
千遥;シプセスちゃん、彩は細菌感染したってこと？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;kaidou;;;
シプセス;大雑把に説明すればその通りなのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
雪乃;細菌感染ってことは風邪とかとは違うんだよね<br>細菌とウイルスは何が違うの？;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;kaidou;;;
楓;細菌は単細胞の微生物で<br>ウイルスは細胞をもたない単純な構造体なんよ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;kaidou;;;
楓;細菌は生物でウイルスは生物じゃないの<br>だから細菌は自分で増殖できるんだけど<br>ウイルスは生物を宿主としないと増殖できないみたいやねん;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;kaidou;;;
弥生;そんなことよく知ってるね;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;kaidou;;;
楓;中学生のころ生物部だったんよ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;kaidou;;;
千遥;ここで休んでる間にも細菌が増殖してるんだ...<br>休んでる暇ないんだね<br>行かないと..;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;kaidou;;;
シプセス;たしかに増殖もしてるのです<br>ですがあなたたちも時には休みをとることは大事なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
シプセス;ストレスや不安定な生活が免疫力の低下につながるのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
シプセス;免疫力が落ちれば細菌が増殖しやすい環境になるのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
千遥;そうなんだぁ;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;kaidou;;;
雪乃;あたしたちも気をつけないといけないねー;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;kaidou;;;
楓;そやねぇ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;kaidou;;;
弥生;とはいえ急がないといけないよね<br>少し休んだら先に進みましょ;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;kaidou;;;
;数分だが4人は眠っていた<br>この世界に来て間もないまま細菌と戦い<br>疲労が溜まっていた。;nasi;nasi;nasi;nasi;nasi;kaidou;;;
;その間シプセスは4人を見守っていた;nasi;nasi;nasi;nasi;nasi;kaidou;;;
シプセス;!?;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
;細菌がこちらに向かっていてる<br>排除しようとしているのだろう;nasi;nasi;nasi;nasi;nasi;kaidou;;;
シプセス;みなさん起きてくださいなのです！<br>細菌が来ました！<br>戦います！;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
雪乃;うそー！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;kaidou;;;
シプセス;倒したらここから移動しましょう;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;kaidou;;;
千遥;わかった！;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;kaidou;;;
