雪乃;結構移動したねー;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;rindou;;;
シプセス;彩さんに近づいているはずなのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
千遥;急がないといけないね;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;rindou;;;
楓;さっきはサルモネラ菌ってのがおったけど<br>他にはどんな細菌がおるん？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;rindou;;;
シプセス;敗血症に関すると、連鎖球菌や黄色ブドウ球菌<br>大腸菌、肺炎菌などが多いのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
弥生;結構多いのね...;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;rindou;;;
千遥;この後もいろいろな敵と戦わないといけないんだ;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;rindou;;;
弥生;効果的な倒し方とかあるの？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;rindou;;;
シプセス;殺菌の仕方は加熱や薬物なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
雪乃;へー加熱すれば細菌は倒れちゃうんだー;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;rindou;;;
シプセス;はい<br>ですが加熱で死滅しない細菌もいるのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
シプセス;セレウス菌やウェルシュ菌、ボツリヌス菌などがそうなのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
楓;それはどうやったら死滅できるん？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;rindou;;;
シプセス;次亜塩素酸が有効とされているのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
弥生;それって漂白剤とかに含まれているやつ？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;rindou;;;
千遥;弥生ちゃんよく知ってるね;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;rindou;;;
弥生;よく家事とかやってるから;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;rindou;;;
雪乃;やよちゃん家事とかするんだ！<br>すごいねー！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;rindou;;;
シプセス;基本は加熱が効果的なのですそこは忘れずに;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
千遥;ねぇ、あそこに見えるの細菌？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;rindou;;;
楓;ほんまや、細菌っぽいの見えるなぁ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;rindou;;;
シプセス;細菌なのです、見つかる前にこちらから仕掛けるのですっ;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;rindou;;;
