弥生;彩！遊びにいこ！;nasi;nasi;yayoi;nasi;nasi;rouka;;;
彩;あぁ、ちょっと待ってくれ<br>なんかいつもよりも元気だな;nasi;nasi;yayoi_off;nasi;nasi;rouka;;;
弥生;そうかな？？;nasi;nasi;yayoi;nasi;nasi;rouka;;;
;あの後シプセスは消えてしまった;nasi;nasi;nasi;nasi;nasi;rouka;;;
;私たちはそのまま光につつまれ<br>気づいた時には元の神社に戻っていた;nasi;nasi;nasi;nasi;nasi;rouka;;;
;シプセスはどうしてあの時;nasi;nasi;nasi;nasi;nasi;rouka;;;
シプセス;弥生...ありがとう....なのです..<br>助かり..ました..;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;tonneru;;;
彩;いくぞ弥生;nasi;nasi;yayoi_off;nasi;nasi;rouka;;;
弥生;んっうん！;nasi;nasi;yayoi;nasi;nasi;rouka;;;
弥生;いこ！;nasi;nasi;yayoi;nasi;nasi;rouka;;;
;あの世界に行ってから少し変われた気がする<br>前だったらこんなに積極的じゃなかったのに;nasi;nasi;nasi;nasi;nasi;rouka;;;
;彩！ありがと！！;nasi;nasi;nasi;nasi;nasi;yayoi_cg2;;;
;Fin;nasi;nasi;nasi;nasi;nasi;yayoi_cg2;;;
