;細菌を倒し終えた後、雪乃が右腕から血が流れていた。;nasi;nasi;nasi;nasi;nasi;kaidou;;;
千遥;雪乃ちゃん大丈夫？<br>血が出てるよ;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;kaidou;;;
雪乃;ううん、大丈夫<br>ちょっと切れただけだよ。;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;kaidou;;;
シプセス;細菌との戦いで怪我をしたのですか..;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
楓;ちょっと待ってね、<br>たしか救急セット持ってたはずや;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;kaidou;;;
雪乃;あーこの程度なら大丈夫だよっ<br>平気平気;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;kaidou;;;
弥生;バカ！さっきの話聞いてなかったの！？<br>怪我から感染することもあるって！;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
シプセス;弥生の言う通りなのです<br>放置してると化膿してくださいと言っているようなものなのです;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
楓;雪乃ちゃん腕だしてっ<br>消毒しよなっ;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;kaidou;;;
シプセス;楓さん待ってください..<br>消毒液は使わないほうがいいのです;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
楓;えっそうなの？;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;kaidou;;;
シプセス;はい、浸出液という体液を殺してしまうのです。<br>浸出液は止血細胞、皮膚再生細胞、白血球などが<br>たくさん入っています;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
千遥;白血球って細菌やウイルスを倒してくれるやつだよね;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;kaidou;;;
弥生;白血球まで殺しちゃうんだ..<br>いままで普通に使ってたわ;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
シプセス;なのでまずするべきは<br>化膿させないために傷口の洗浄なのです;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
楓;じゃぁ洗浄しよっか;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;kaidou;;;
雪乃;しみるしみる！しみるよ、かえちゃん！;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;kaidou;;;
;雪乃は腕をバタバタと振り回した;nasi;nasi;nasi;nasi;nasi;kaidou;;;
弥生;ちょっとは大人しくしなさいよ雪乃！;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
シプセス;洗浄したらあとは止血ですね<br>ワセリンがあれば傷口に置いてラップを巻くといいのですが<br>今は絆創膏を貼っておくのです。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
楓;はいっ終わったよっ;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;kaidou;;;
雪乃;かえちゃんありがとーっ！;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;kaidou;;;
弥生;この後も気をつけないといけないね;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
千遥;そうだね、怪我したらすぐに手当しようねっ;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;kaidou;;;
シプセス;はい、放置せずにすぐに手当すれば大丈夫なのです;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
弥生;手当も終わったし、さっさと進みましょ<br>彩が待ってる..;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
シプセス;彩さんに近づくにつれて、<br>細菌が強くなっている気がするのです<br>気をつけて戦うのです;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
雪乃;はーーーーーい！;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;kaidou;;;
弥生;ほんと..能天気なのね雪乃は;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;kaidou;;;
;この世界に来てから弥生は彩以外とも<br>よく喋るほうになっていた。;nasi;nasi;nasi;nasi;nasi;kaidou;;;
シプセス;来ましたっ細菌なのですっ;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;kaidou;;;
